Routing table for node number 3 at time 15
Destination,path,cost
0,3 7 0 ,10
1,3 7 2 1 ,7
2,3 7 2 ,4
4,3 4 ,9
5,3 7 2 1 5 ,10
6,3 6 ,5
7,3 7 ,3
8,3 7 8 ,11
Routing table for node number 3 at time 30
Destination,path,cost
0,3 2 1 0 ,11
1,3 2 1 ,7
2,3 2 ,3
4,3 4 ,9
5,3 2 1 5 ,11
6,3 6 ,3
7,3 7 ,3
8,3 6 8 ,10
Routing table for node number 3 at time 45
Destination,path,cost
0,3 2 1 0 ,12
1,3 2 1 ,7
2,3 2 ,4
4,3 4 ,10
5,3 2 1 5 ,8
6,3 6 ,7
7,3 2 7 ,5
8,3 2 7 8 ,13
