Routing table for node number 0 at time 15
Destination,path,cost
1,0 1 ,4
2,0 1 2 ,7
3,0 7 3 ,12
4,0 1 5 4 ,12
5,0 1 5 ,7
6,0 1 5 4 6 ,16
7,0 7 ,7
8,0 8 ,13
Routing table for node number 0 at time 30
Destination,path,cost
1,0 1 ,5
2,0 1 2 ,9
3,0 1 2 3 ,11
4,0 1 5 4 ,14
5,0 1 5 ,9
6,0 8 6 ,15
7,0 7 ,9
8,0 8 ,8
Routing table for node number 0 at time 45
Destination,path,cost
1,0 1 ,5
2,0 1 2 ,9
3,0 1 3 ,15
4,0 1 5 4 ,9
5,0 1 5 ,6
6,0 8 6 ,14
7,0 7 ,8
8,0 8 ,9
